word_id,word,sense_id,zh_tw,topic,difficulty_level,example_1_id,example_1_en,example_1_zh_tw,example_1_target,example_1_review_status,example_2_id,example_2_en,example_2_zh_tw,example_2_target,example_2_review_status,example_3_en_draft,example_3_zh_tw_draft,example_3_target,semantic_group,part_of_speech,review_decision,review_notes
passport-mrt,MRT,passport-mrt,捷運,Transportation,2,passport-mrt-ex1,The Taipei MRT is very clean and convenient.,台北捷運非常乾淨且方便。,MRT,legacy_review_required,passport-mrt-ex2,Taking the MRT is a safe way to travel around the city.,搭乘捷運是在城市裡旅遊的安全方式。,MRT,legacy_review_required,,,MRT,,,,
junior-scooter,scooter,junior-scooter,機車/滑板車,Transportation,7,junior-scooter-ex1,She rides a light scooter to the local market.,她騎著輕型機車去當地的市場。,scooter,legacy_review_required,junior-scooter-ex2,The child rides a pink kick scooter in the park.,那個孩子在公園裡玩粉紅色滑板車。,scooter,legacy_review_required,,,scooter,,,,
junior-fast,fast,junior-fast,快的/快地,Adjectives,2,junior-fast-ex1,Cheetahs can run very fast in the wild grass.,獵豹可以在野生草叢中跑得很快。,fast,legacy_review_required,junior-fast-ex2,"If you walk fast, you can catch up with the group.",如果你走得快，你就能趕上隊伍。,fast,legacy_review_required,,,fast,,,,
passport-slow,slow,passport-slow,慢的/緩慢的,Adjectives,3,passport-slow-ex1,The slow turtle finally finished the long race.,慢吞吞的烏龜終於完成了這場長途比賽。,slow,legacy_review_required,passport-slow-ex2,The slow train stops at every station along the way.,這慢車沿途在每個車站都停靠。,slow,legacy_review_required,,,slow,,,,
passport-truck,truck,passport-truck,卡車/貨車,Transportation,4,passport-truck-ex1,A large blue truck is carrying heavy boxes.,一輛藍色大卡車正載運著重重的箱子。,truck,legacy_review_required,passport-truck-ex2,The farmer filled the truck with sweet pumpkins.,農夫在卡車上裝滿了甜南瓜。,truck,legacy_review_required,,,truck,,,,
junior-weather,weather,junior-weather,天氣,Weather,7,junior-weather-ex1,What is the weather like in New York today?,今天紐約的天氣怎麼樣？,weather,legacy_review_required,junior-weather-ex2,The warm weather is perfect for playing soccer outdoors.,溫暖的天氣非常適合在戶外踢足球。,weather,legacy_review_required,,,weather,,,,
passport-sky,sky,passport-sky,天空,Weather,2,passport-sky-ex1,The sky is clear and full of bright stars.,天空非常清朗，而且佈滿了明亮的星星。,sky,legacy_review_required,passport-sky-ex2,The blue sky has no clouds at all this morning.,今天早上蔚藍的天空一點雲也沒有。,sky,legacy_review_required,,,sky,,,,
passport-sun,sun,passport-sun,太陽,Weather,2,passport-sun-ex1,The sun is shining brightly in the sky today.,今天太陽在天空中明亮地照耀著。,sun,legacy_review_required,passport-sun-ex2,The warm sun keeps us comfortable during winter.,溫暖的太陽讓我們在冬天感到舒服。,sun,legacy_review_required,,,sun,,,,
passport-star,star,passport-star,星星/明星,Weather,3,passport-star-ex1,The little star is twinkling in the dark sky.,小星星在漆黑的天空中閃爍。,star,legacy_review_required,passport-star-ex2,She got a shiny gold star on her homework book.,她的作業本上得到了一個閃亮的金星獎章。,star,legacy_review_required,,,star,,,,
passport-wind,wind,passport-wind,風,Weather,4,passport-wind-ex1,The strong wind blew away my favorite paper hat.,強風吹走了我最愛的紙帽子。,wind,legacy_review_required,passport-wind-ex2,The cold wind started to blow in the late afternoon.,傍晚時分，冷風開始吹了起來。,wind,legacy_review_required,,,wind,,,,
junior-windy,windy,junior-windy,風大的/多風的,Weather,6,junior-windy-ex1,"It is very windy today, so let us fly kites.",今天風很大，我們去放風箏吧。,windy,legacy_review_required,junior-windy-ex2,Hold your hat on a windy day so it doesn't fly away.,在有風的日子拉好帽子，以免它被吹走。,windy,legacy_review_required,,,windy,,,,
passport-typhoon,typhoon,passport-typhoon,颱風,Weather,7,passport-typhoon-ex1,Schools were closed yesterday because of the strong typhoon.,學校昨天因為強烈颱風停課。,typhoon,legacy_review_required,passport-typhoon-ex2,We stayed safe inside our house during the typhoon.,颱風期間我們安全地待在屋子裡。,typhoon,legacy_review_required,,,typhoon,,,,
junior-rain,rain,junior-rain,雨/下雨,Weather,3,junior-rain-ex1,I love the fresh smell of grass after rain.,我喜歡雨後草地清新的味道。,rain,legacy_review_required,junior-rain-ex2,The grass needs rain to grow green and fresh.,草地需要雨水來生長得又綠又鮮嫩。,rain,legacy_review_required,,,rain,,,,
passport-rainbow,rainbow,passport-rainbow,彩虹,Weather,7,passport-rainbow-ex1,A colorful rainbow appeared in the sky after rain.,雨後天空出現了一道色彩繽紛的彩虹。,rainbow,legacy_review_required,passport-rainbow-ex2,Let's draw a beautiful seven-color rainbow on the card.,我們在卡片上畫一道美麗的七彩彩虹吧。,rainbow,legacy_review_required,,,rainbow,,,,
passport-snow,snow,passport-snow,雪/下雪,Weather,3,passport-snow-ex1,The white snow covered the mountains like a blanket.,白雪像毯子一樣覆蓋了山脈。,snow,legacy_review_required,passport-snow-ex2,It is fun to make a round snowman in the snow.,在雪中做一個圓圓的雪人很有趣。,snow,legacy_review_required,,,snow,,,,
junior-snowy,snowy,junior-snowy,下雪的/多雪的,Weather,6,junior-snowy-ex1,We wore warm gloves on that cold snowy day.,我們在那個寒冷的下雪天戴了溫暖的手套。,snowy,legacy_review_required,junior-snowy-ex2,The mountains turned white on a cold snowy morning.,在一個寒冷下雪的早上，山脈變白了。,snowy,legacy_review_required,,,snowy,,,,
junior-wet,wet,junior-wet,濕的/潮濕的,Weather,2,junior-wet-ex1,My shoes got completely wet in the heavy rain.,我的鞋子在大雨中完全濕透了。,wet,legacy_review_required,junior-wet-ex2,Use a towel to wipe your wet hands before lunch.,午餐前用毛巾擦乾你濕漉漉的手。,wet,legacy_review_required,,,wet,,,,
junior-cloudy,cloudy,junior-cloudy,多雲的/陰天的,Weather,6,junior-cloudy-ex1,"It is cloudy today, so the sun is hidden.",今天是陰天，所以太陽躲起來了。,cloudy,legacy_review_required,junior-cloudy-ex2,We can go for a walk since it is cloudy and cool.,因為天氣多雲涼爽，我們可以出去散步。,cloudy,legacy_review_required,,,cloudy,,,,
elementary-hot,hot,elementary-hot,熱的/辣的,Weather,1,elementary-hot-ex1,Drink plenty of water on hot summer days.,在炎熱的夏天要喝充足的水。,hot,legacy_review_required,elementary-hot-ex2,This hot noodle soup tastes spicy and delicious.,這碗熱麵湯嚐起來香辣美味。,hot,legacy_review_required,,,hot,,,,
elementary-warm,warm,elementary-warm,溫暖的/使溫暖,Weather,3,elementary-warm-ex1,The spring weather is very warm and pleasant here.,這裡春天的天氣非常溫暖且宜人。,warm,legacy_review_required,elementary-warm-ex2,The mother bird keeps her baby chicks warm in the nest.,母鳥在鳥巢裡為牠的小雞保暖。,warm,legacy_review_required,,,warm,,,,
elementary-cool,cool,elementary-cool,涼爽的/酷的,Weather,2,elementary-cool-ex1,The autumn breeze is very cool and refreshing.,秋天的微風非常涼爽而且提神。,cool,legacy_review_required,elementary-cool-ex2,His new bicycle looks really cool and fast.,他的新自行車看起來真的很酷、很快。,cool,legacy_review_required,,,cool,,,,
elementary-a,a,elementary-a,一個/一種,Articles,1,elementary-a-ex1,I saw a small squirrel eating a nut yesterday.,我昨天看到一隻小松鼠在吃堅果。,a,legacy_review_required,elementary-a-ex2,I have a friendly puppy that loves to chase balls.,我有一隻很喜歡追球的友善小狗。,a,legacy_review_required,,,a,,,,
elementary-an,an,elementary-an,一個/一種(加母音開頭),Articles,1,elementary-an-ex1,She brought an orange and an apple for lunch.,她帶了一個橘子和一個蘋果當午餐。,an,legacy_review_required,elementary-an-ex2,She shared an orange with her brother after lunch.,她午餐後和她哥哥分享了一顆柳橙。,an,legacy_review_required,,,an,,,,
junior-every,every,junior-every,每個/每一的,Articles,8,junior-every-ex1,He practices speaking English every single day.,他每一天都練習說英文。,every,legacy_review_required,junior-every-ex2,We should drink water every day to keep healthy.,我們應該每天喝水來保持健康。,every,legacy_review_required,,,every,,,,
elementary-the,the,elementary-the,這/那/這些/那些,Articles,2,elementary-the-ex1,The dog in the garden belongs to our neighbor.,花園裡的那隻狗是我們鄰居的。,the,legacy_review_required,elementary-the-ex2,The sky looks very clear and bright tonight.,今天晚上的天空看起來非常清朗且明亮。,the,legacy_review_required,,,the,,,,
elementary-this,this,elementary-this,這/這個,Articles,3,elementary-this-ex1,This storybook is very interesting and has nice pictures.,這本故事書非常有趣，而且有漂亮的圖片。,this,legacy_review_required,elementary-this-ex2,This English book belongs to the school library.,這本英文書屬於學校圖書館。,this,legacy_review_required,,,this,,,,
elementary-that,that,elementary-that,那/那個,Articles,3,elementary-that-ex1,That tall tree in the park is a banyan.,公園裡那棵高大的樹是一棵榕樹。,that,legacy_review_required,elementary-that-ex2,That big black dog over there is very friendly.,那邊那隻黑大狗非常友善。,that,legacy_review_required,,,that,,,,
passport-those,those,passport-those,那些,Articles,6,passport-those-ex1,Those sweet grapes in the kitchen are for you.,廚房裡的那些甜葡萄是給你的。,those,legacy_review_required,passport-those-ex2,Those tall trees in the yard block the hot sun.,院子裡那些高大樹木遮擋了烈日。,those,legacy_review_required,,,those,,,,
passport-these,these,passport-these,這些,Articles,6,passport-these-ex1,These colorful markers on the desk are mine.,書桌上的這些彩色麥克筆是我的。,these,legacy_review_required,passport-these-ex2,These crayons are for you to paint your drawing.,這些蠟筆是給你畫畫上色用的。,these,legacy_review_required,,,these,,,,
elementary-i,I,elementary-i,我(主格),Pronouns,1,elementary-i-ex1,I want to learn how to play the piano.,我想學習如何彈鋼琴。,I,legacy_review_required,elementary-i-ex2,I love reading interesting stories before bed.,我喜歡在睡前閱讀有趣的故事。,I,legacy_review_required,,,I,,,,
elementary-he,he,elementary-he,他(主格),Pronouns,1,elementary-he-ex1,He is the tallest boy in our school team.,他是我們校隊裡最高挑的男孩。,he,legacy_review_required,elementary-he-ex2,He is my best friend in Xingang Elementary School.,他是我就讀新港國小最好的朋友。,he,legacy_review_required,,,he,,,,
elementary-she,she,elementary-she,她(主格),Pronouns,2,elementary-she-ex1,She wrote a beautiful poem for her kind mother.,她為她親切的母親寫了一首美麗的詩。,she,legacy_review_required,elementary-she-ex2,She draws beautiful pictures of flowers in her book.,她在書上畫了美麗的花朵圖畫。,she,legacy_review_required,,,she,,,,
junior-me,me,junior-me,我(受格),Pronouns,1,junior-me-ex1,Please give me the English book on the table.,請把桌上的英文書給我。,me,legacy_review_required,junior-me-ex2,Please show me how to write this English word.,請教我怎麼寫這個英文單字。,me,legacy_review_required,,,me,,,,
passport-him,him,passport-him,他(受格),Pronouns,1,passport-him-ex1,I sent him an email to invite him today.,我今天給他發了一封電子郵件邀請他。,him,legacy_review_required,passport-him-ex2,I saw him playing basketball in the school playground.,我看到他在學校操場上打籃球。,him,legacy_review_required,,,him,,,,
junior-her,her,junior-her,她(受格)/她的(所有格),Pronouns,1,junior-her-ex1,We gave her a birthday gift to surprise her.,我們給了她一份生日禮物以給她驚喜。,her,legacy_review_required,junior-her-ex2,Her mother works in the hospital near our house.,她媽媽在我們家附近的醫院工作。,her,legacy_review_required,,,her,,,,
elementary-you,you,elementary-you,你/你們(主格/受格),Pronouns,2,elementary-you-ex1,You should wash your hands before eating dinner.,你在吃晚餐前應該要洗手。,you,legacy_review_required,elementary-you-ex2,You did a wonderful job on your math quiz today.,你今天的數學小考做得非常好。,you,legacy_review_required,,,you,,,,
junior-we,we,junior-we,我們(主格),Pronouns,1,junior-we-ex1,We walked to the park and played games together.,我們走路去公園並一起玩遊戲。,we,legacy_review_required,junior-we-ex2,We must stand together to clean our classroom.,我們必須站在一起打掃我們的教室。,we,legacy_review_required,,,we,,,,
